Source DB,Target,Topic,Severity Level,Action Code,Action Message,Action Item,PostgreSQL Documentation Hyperlink / Amazon Services Hyperlink,Aurora PostgreSQL Documentation Hyperlink / Amazon Services Hiperlink,Estimated time to manual resolve h
Oracle,Postgres,CREATE TABLE,1,5212,PostgreSQL doesn't have a data type BFILE,Either store a named file with the data and create a routine that gets that file from the file system or store the data blob inside your database.,http://www.postgresql.org/docs/9.6/static/datatype.html,,8
Oracle ,Postgres,CREATE TABLE,2,5213,PostgreSQL expands fractional seconds support for TIME DATETIME and TIMESTAMP values with up to microseconds (6 digits) of precision,Review your transformed code and modify it if necessary to avoid a loss of accuracy.,http://www.postgresql.org/docs/9.6/static/datatype.html,,0.5
Oracle ,Postgres,CURSOR,0,5225,PostgreSQL doesn't support TYPE ... IS REF CURSOR declaration,At converted objects it replaced by REFCURSOR datatype.,http://www.postgresql.org/docs/9.6/static/datatype.html,,0.1
Oracle ,Postgres,CURSOR,3,5226,PostgreSQL doesn't support TYPE ... IS REF CURSOR usage,It replaced by REFCURSOR datatype.,http://www.postgresql.org/docs/9.6/static/datatype.html,,1
Oracle ,Postgres,TRIGGERS,0,5238,PostgreSQL doesn't support the REFERENCING clauses,Modify references to pseudo-rows to use OLD and NEW instead.,http://www.postgresql.org/docs/9.6/static/sql-createtrigger.html,,1
Oracle ,Postgres,TRIGGERS,0,5240,PostgreSQL doesn't support triggers on nested table columns in views,Revise your code to replace nested table with another solution.,http://www.postgresql.org/docs/9.6/static/sql-createtrigger.html,,2
Oracle ,Postgres,TRIGGERS,0,5241,PostgreSQL doesn't support the FOLLOWS | PRECEDES clause,Try using the FOR EACH ROW trigger.,http://www.postgresql.org/docs/9.6/static/sql-createtrigger.html,,2
Oracle ,Postgres,TRIGGERS,0,5242,PostgreSQL doesn't support COMPOUND TRIGGER,Create a single trigger for each part of the compound trigger.,http://www.postgresql.org/docs/9.6/static/sql-createtrigger.html,,4
Oracle ,Postgres,TRIGGERS,3,5243,Converted trigger was owned by another schema. PostgreSQL always create trigger under the table's schema,The trigger was created under the current schema and the trigger function was created under proper schema. Please review and modify if necessary.,http://www.postgresql.org/docs/9.6/static/sql-createtrigger.html,,0.5
Oracle ,Postgres,VIEW,0,5245,PostgreSQL doesn't support views with nested table columns,Revise your code to replace nested table with another solution.,http://www.postgresql.org/docs/9.6/static/sql-createview.html,,2
Oracle ,Postgres,BUILT-IN SQL FUNCTIONS,3,5271,The Oracle GREATEST function and PostgreSQL GREATEST function might give different results,Review your transformed code and modify it if necessary. Change argument's type if necessary.,http://www.postgresql.org/docs/9.6/static/functions-conditional.html,,4
Oracle ,Postgres,BUILT-IN SQL FUNCTIONS,3,5272,The Oracle LEAST function and PostgreSQL LEAST function might give different results,Review your transformed code and modify it if necessary. Change argument's type if necessary.,http://www.postgresql.org/docs/9.6/static/functions-conditional.html,,4
Oracle ,Postgres,Parser Error,1,5293,Unable to resolve the object,Verify if object %s is present in the database. If it isn't check the object name or add the object. If the object is present transform the code manually.,,,4
Oracle,Postgres,TRUNCATE TABLE,2,5298,PostgreSQL doesn't support the DROP STORAGE clause in the TRUNCATE statement,Use TRUNCATE without this option.,http://www.postgresql.org/docs/9.6/static/sql-truncate.html,,0.2
Oracle,Postgres,TRUNCATE TABLE,2,5299,PostgreSQL doesn't support the REUSE STORAGE clause in the TRUNCATE statement,Use TRUNCATE without this option.,http://www.postgresql.org/docs/9.6/static/sql-truncate.html,,0.2
Oracle,Postgres,TRUNCATE TABLE,2,5300,PostgreSQL doesn't support the PRESERVE clause in the TRUNCATE statement,Use TRUNCATE without this option.,http://www.postgresql.org/docs/9.6/static/sql-truncate.html,,0.2
Oracle,Postgres,TRUNCATE TABLE,2,5301,PostgreSQL doesn't support the PURGE clause in the TRUNCATE statement,Use TRUNCATE without this option.,http://www.postgresql.org/docs/9.6/static/sql-truncate.html,,0.2
Oracle,Postgres,TRIGGERS,3,5306,Transformation from invalid trigger,Check the original trigger for errors and perform the conversion again.,http://www.postgresql.org/docs/9.6/static/sql-createtrigger.html,,8
Oracle,Postgres,TRIGGERS,0,5311,PostgreSQL doesn't support system triggers,Revise your code to replace system triggers with another solution.,http://www.postgresql.org/docs/9.6/static/sql-createtrigger.html,,160
Oracle,Postgres,TRIGGERS,0,5313,PostgreSQL doesn't support the action-type clause,Use another method for this functionality.,http://www.postgresql.org/docs/9.6/static/sql-createtrigger.html,,160
Oracle,Postgres,TRIGGERS,0,5317,PostgreSQL doesn't support the PARENT referencing clause,Use another method for this functionality.,http://www.postgresql.org/docs/9.6/static/sql-createtrigger.html,,40
Oracle,Postgres,VIEW,3,5320,PostgreSQL doesn't support the view with invalid status,Perform a manual conversion.,http://www.postgresql.org/docs/9.6/static/sql-createview.html,,8
Oracle,Postgres,VIEW,0,5321,PostgreSQL doesn't support the object view,Perform a manual conversion.,http://www.postgresql.org/docs/9.6/static/sql-createview.html,,8
Oracle,Postgres,VIEW,0,5322,PostgreSQL doesn't support the typed view,Perform a manual conversion.,http://www.postgresql.org/docs/9.6/static/sql-createview.html,,8
Oracle,Postgres,CREATE CONSTRAINT ,0,5326,PostgreSQL doesn't support constraints with the status DISABLED,Drop the constraint.,http://www.postgresql.org/docs/9.6/static/sql-createtable.html,,0.2
Oracle,Postgres,PACKAGES,0,5330,PostgreSQL doesn't support global cursors,Use another method for this functionality.,http://www.postgresql.org/docs/9.6/static/functions-admin.html,,40
Oracle,Postgres,CREATE,3,5332,The object has referenced on the object in %s schema,Please convert the object in %s schema also.,,,8
Oracle,Postgres,Synonym,3,5333,This object uses a private synonym,Check that a referenced object created after synonym conversion exists.,,,0.01
Oracle,Postgres,DYNAMIC SQL,0,5334,Unable to convert statements with dynamic SQL statement,Please perform a manual conversion.,http://www.postgresql.org/docs/9.1/static/plpgsql-statements.html,,1
Oracle,Postgres,Statements,0,5335,PostgreSQL doesn't support the GOTO operator,Perform a manual conversion.,,,8
Oracle,Postgres,Universal,3,5339,The %s object is invalid,To correct this please update the original source code to make the specified object valid.,,,8
Oracle ,Postgres, BUILT-IN SQL FUNCTIONS,0,5340,PostgreSQL doesn't support the %s function,Use suitable function or create user defined function.,,,16
Oracle,Postgres,CREATE TABLE,0,5348,PostgreSQL doesn't support NESTED TABLES,Revise your code to avoid NESTED TABLE.,http://www.postgresql.org/docs/9.6/static/sql-createtable.html,,8
Oracle ,Postgres,Transaction control,0,5350,Unable automatically convert statements that explicitly apply or cancel a transaction,Revise your code to try move transaction control on side of application.,http://www.postgresql.org/docs/9.6/interactive/plpgsql-structure.html,,2
Oracle,Postgres,Unknown,0,5351,Automatic conversion of %s object is not supported,Perform a manual conversion.,,,40
Oracle,Postgres,SYNONYMS,0,5352,PostgreSQL doesn't support synonyms,Replace a synonym with original database object. If original object is table or view you can try to create a view in one database that relies on a table or view in another database.,http://www.postgresql.org/docs/9.6/static/geqo.html,,0.01
Oracle,Postgres,SYNONYMS,0,5353,PostgreSQL doesn't support using synonyms,Try creating a view in a different database or schema that references the table used in the synonym.,http://www.postgresql.org/docs/9.6/static/geqo.html,,40
Oracle,Postgres,TRIGGERS,0,5415,PostgreSQL doesn't support system triggers,Revise your code to replace system triggers with another solution.,http://www.postgresql.org/docs/9.6/static/sql-createtrigger.html,,160
Oracle,Postgres,System Package,0,5500,PostgreSQL does not have functionality similar to %s module,Try using the Amazon Simple Notification Service (SNS).,https://aws.amazon.com/documentation/sns/,,160
Oracle,Postgres,System Package,0,5501,PostgreSQL does not have functionality similar to %s module,Try using the AWS Lambda Service with Scheduled Events.,httpshttps://aws.amazon.com/documentation/lambda/,,160
Oracle,Postgres,System Package,0,5502,PostgreSQL does not have functionality similar to %s module,Try using the AWS Import/Export Snowball.,https://aws.amazon.com/documentation/importexport/,,160
Oracle,Postgres,System Package,0,5503,PostgreSQL does not have functionality similar to %s module,Try using the Amazon Simple Workflow (SWF).,https://aws.amazon.com/documentation/swf/,,160
Oracle ,Postgres,CREATE TABLE,1,5550,PostgreSQL doesn't have a data type ROWID,Review your transformed code and modify it if necessary.,http://www.postgresql.org/docs/9.6/static/datatype.html,,8
Oracle ,Postgres,CREATE TABLE,1,5551,PostgreSQL doesn't have a data type UROWID,Review your transformed code and modify it if necessary.,http://www.postgresql.org/docs/9.6/static/datatype.html,,8
Oracle ,Postgres,CREATE TABLE,2,5552,PostgreSQL expands fractional seconds support for TIME DATETIME and TIMESTAMP values with up to microseconds (6 digits) of precision,Review your transformed code and modify it if necessary to avoid a loss of accuracy.,http://www.postgresql.org/docs/9.6/static/datatype.html,,0.5
Oracle ,Postgres,CREATE TABLE,2,5553,PostgreSQL expands fractional seconds support for TIME DATETIME and TIMESTAMP values with up to microseconds (6 digits) of precision,Review your transformed code and modify it if necessary to avoid a loss of accuracy.,http://www.postgresql.org/docs/9.6/static/datatype.html,,0.5
Oracle,Postgres,CREATE TABLE,3,5554,PostgreSQL doesn't support virtual columns,They were emulated by a trigger.,http://www.postgresql.org/docs/9.6/static/sql-createtable.html,,0.1
Oracle,Postgres,CREATE INDEX,0,5555,PostgreSQL doesn't support functional indexes that aren't single-column,Revise your code and try to use simple index.,http://www.postgresql.org/docs/9.6/static/sql-createtable.html,,40
Oracle ,Postgres,TRIGGERS,0,5556,PostgreSQL doesn't support conditional predicates,Revise your code and try using simple triggers.,http://www.postgresql.org/docs/9.6/static/sql-createtrigger.html,,4
Oracle ,Postgres,SELECT,1,5557,PostgreSQL doesn't support GROUPING SETS CUBE and ROLLUP functions,It can be emulated using CTE expressions. GROUPING SETS CUBE and ROLLUP are available in PostgreSQL database v.9.5 or higher.,,,8
Oracle,Postgres,UPDATE,0,5558,PostgreSQL doesn't support the UPDATE statement for a PARTITION,Either insert data into the overlying partition or perform a manual transformation using the UPDATE statement.,http://www.postgresql.org/docs/9.6/static/sql-update.html,,8
Oracle,Postgres,EXPLICIT CURSORS,1,5559,PostgreSQL doesn't support the RETURN TYPE for the cursor,Use cursor declaration without this statement. Also please check if there are variables depends on this cursor %rowtype and modify them to base %rowtype if necessary.,http://www.postgresql.org/docs/9.1/static/plpgsql-cursors.html,,2
Oracle,Postgres,EXCEPTION,0,5560,PostgreSQL doesn't support the PROGRAM_ERROR exception,Review the exception used and if possible convert it to another condition.,http://www.postgresql.org/docs/9.6/static/plpgsql-errors-and-messages.html,,1
Oracle,Postgres,EXCEPTION,0,5561,PostgreSQL doesn't support the %s exception,Review the exception used and if possible convert it to another condition.,http://www.postgresql.org/docs/9.6/static/plpgsql-errors-and-messages.html,,8
Oracle ,Postgres,PACKAGES,0,5569,PostgreSQL support session variables just SQL standard date and time types,Revise your architecture with a custom solution for the user type.,http://www.postgresql.org/docs/9.6/static/functions-admin.html,,40
Oracle,Postgres,PRAGMA,0,5571,Unable to convert %s pragma,Check converted code for perfomance issues and rewrite it manually if necessary.,https://www.postgresql.org/docs/9.6/static/sql-createfunction.html,,8
Oracle,Postgres,CREATE TYPE,0,5572,PostgreSQL doesn't support object type methods,Revise your architecture with a custom solution for the user type.,http://www.postgresql.org/docs/9.6/static/sql-createtype.html,,40
Oracle ,Postgres,SEQUENCE,3,5574,PostgreSQL doesn't support the sequence's status,Check the original sequence for errors and perform the conversion again.,,,8
Oracle,Postgres,UDT,1,5575,PostgreSQL doesn't support DEFAULT for creating TYPE,Create an initialization block for default value assign after declaring variable of %s datatype.,http://www.postgresql.org/docs/9.6/static/sql-createtype.html,,8
Oracle,Postgres,Unknown,0,5576,Unparsed SQL,Perform a manual conversion.,,,40
Oracle,Postgres,UDT,3,5577,PostgreSQL doesn't support a UDT with body,Perform a manual conversion.,http://www.postgresql.org/docs/current/static/rowtypes.html,,40
Oracle,Postgres,SELECT,0,5578,Unable to automatically transform the SELECT statement,Try rewriting the statement.,,,8
Oracle ,Postgres,BUILT-IN SQL FUNCTIONS,3,5579,The second parameter of %s function can be processed incorrectly,Check converted code and make manual corrections if it's necessary.,,,8
Oracle,Postgres,EXCEPTION,0,5580,The exception block was emptied after conversion,Please check converted code and make manual corrections if it is necessary.,,,1
Oracle,Postgres,CREATE TABLE,3,5581,PostgreSQL doesn't support index-organized table,Revise your architecture with a custom solution for the table type.,,,0.1
